id,name,area,address,latitude,longitude,image,walking_distance,nearest_metro,popularity,crowd_level,theme,description,rating,organizer,opening_time,closing_time
229,New Town Action Area 1 Puja Committee,New Town,"New Town Action Area 1 Puja Committee, New Town Action Area 1 Puja, New Town, Kolkata, West Bengal, 700091, India",22.581012,88.463023,https://images.pujapath.in/pandals/new_town_action_area_1_puja_committee.jpg,1100,Karunamoyee,7.6,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in New Town, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
230,AK Block Salt Lake Durga Puja,Salt Lake,"AK Block Salt Lake Durga Puja, AK Block Salt Lake, Salt Lake, Kolkata, West Bengal, 700064, India",22.589012,88.412023,https://images.pujapath.in/pandals/ak_block_salt_lake_durga_puja.jpg,300,City Centre,9.0,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
231,BD Block Sarbojanin Durgotsab,Salt Lake,"BD Block Sarbojanin Durgotsab, BD Block Durgotsab, Salt Lake, Kolkata, West Bengal, 700064, India",22.587334,88.411412,https://images.pujapath.in/pandals/bd_block_sarbojanin_durgotsab.jpg,500,City Centre,7.8,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
232,BJ Block Saradotsav,Salt Lake,"BJ Block Saradotsav, BJ Block Saradotsav, Salt Lake, Kolkata, West Bengal, 700064, India",22.584312,88.417823,https://images.pujapath.in/pandals/bj_block_saradotsav.jpg,700,City Centre,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
233,FD Block Durga Puja,Salt Lake,"FD Block Durga Puja, FD Block, Salt Lake, Kolkata, West Bengal, 700064, India",22.576534,88.411223,https://images.pujapath.in/pandals/fd_block_durga_puja.jpg,900,City Centre,9.3,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
234,HB Block Durga Puja,Salt Lake,"HB Block Durga Puja, HB Block, Salt Lake, Kolkata, West Bengal, 700064, India",22.582012,88.416023,https://images.pujapath.in/pandals/hb_block_durga_puja.jpg,1100,City Centre,8.1,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
235,EC Block Durga Puja,Salt Lake,"EC Block Durga Puja, EC Block, Salt Lake, Kolkata, West Bengal, 700064, India",22.581334,88.416412,https://images.pujapath.in/pandals/ec_block_durga_puja.jpg,300,City Centre,8.2,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
236,EE Block Durga Puja,Salt Lake,"EE Block Durga Puja, EE Block, Salt Lake, Kolkata, West Bengal, 700064, India",22.580645,88.415734,https://images.pujapath.in/pandals/ee_block_durga_puja.jpg,500,City Centre,8.3,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
237,Salt Lake Labony Estate Durga Puja,Salt Lake,"Salt Lake Labony Estate Durga Puja, Salt Lake Labony Estate, Salt Lake, Kolkata, West Bengal, 700064, India",22.585012,88.414023,https://images.pujapath.in/pandals/salt_lake_labony_estate_durga_puja.jpg,700,City Centre,8.4,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Salt Lake, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
238,Behala Nutan Dal Durga Puja,Behala,"Behala Nutan Dal Durga Puja, Behala Nutan Dal, Behala, Kolkata, West Bengal, 700034, India",22.489012,88.318023,https://images.pujapath.in/pandals/behala_nutan_dal_durga_puja.jpg,900,Behala Bazar,9.8,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
239,Behala Friends Durga Puja,Behala,"Behala Friends Durga Puja, Behala Friends, Behala, Kolkata, West Bengal, 700034, India",22.493012,88.316023,https://images.pujapath.in/pandals/behala_friends_durga_puja.jpg,1100,Behala Bazar,8.6,Moderate,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
240,Behala Club Durga Puja,Behala,"Behala Club Durga Puja, Behala, Behala, Kolkata, West Bengal, 700034, India",22.492334,88.316412,https://images.pujapath.in/pandals/behala_club_durga_puja.jpg,300,Behala Bazar,7.2,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
241,Behala Young Men's Association Durga Puja,Behala,"Behala Young Men's Association Durga Puja, Behala Young Men's Association, Behala, Kolkata, West Bengal, 700034, India",22.491645,88.315734,https://images.pujapath.in/pandals/behala_young_mens_association_durga_puja.jpg,500,Behala Bazar,7.3,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
242,Barisha Club Durga Puja,Behala,"Barisha Club Durga Puja, Barisha, Behala, Kolkata, West Bengal, 700038, India",22.482123,88.312034,https://images.pujapath.in/pandals/barisha_club_durga_puja.jpg,700,Behala Chowrasta,9.2,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
243,Barisha Janakalyan Sangha Durga Puja,Behala,"Barisha Janakalyan Sangha Durga Puja, Barisha Janakalyan Sangha, Behala, Kolkata, West Bengal, 700038, India",22.480012,88.309023,https://images.pujapath.in/pandals/barisha_janakalyan_sangha_durga_puja.jpg,900,Behala Chowrasta,7.5,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in Behala, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
244,Mudiali Club Durga Puja,South Kolkata,"Mudiali Club Durga Puja, Mudiali, South Kolkata, Kolkata, West Bengal, 700029, India",22.513512,88.349634,https://images.pujapath.in/pandals/mudiali_club_durga_puja.jpg,1100,Rabindra Sarobar,9.4,High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
245,Hazra Park Sarbojanin Durga Puja,South Kolkata,"Hazra Park Sarbojanin Durga Puja, Hazra Park, South Kolkata, Kolkata, West Bengal, 700026, India",22.524012,88.346023,https://images.pujapath.in/pandals/hazra_park_sarbojanin_durga_puja.jpg,300,Kalighat,9.5,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
246,Bosepukur Sitala Mandir Durga Puja,South Kolkata,"Bosepukur Sitala Mandir Durga Puja, Bosepukur Sitala Mandir, South Kolkata, Kolkata, West Bengal, 700026, India",22.515512,88.384234,https://images.pujapath.in/pandals/bosepukur_sitala_mandir_durga_puja.jpg,500,Kalighat,9.6,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
247,Rajdanga Naba Udayan Sangha Durga Puja,South Kolkata,"Rajdanga Naba Udayan Sangha Durga Puja, Rajdanga Naba Udayan Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",22.511012,88.389023,https://images.pujapath.in/pandals/rajdanga_naba_udayan_sangha_durga_puja.jpg,700,Kalighat,7.9,Low,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
248,Shibmandir Durga Puja,South Kolkata,"Shibmandir Durga Puja, Shibmandir, South Kolkata, Kolkata, West Bengal, 700029, India",22.515234,88.350845,https://images.pujapath.in/pandals/shibmandir_durga_puja.jpg,900,Rabindra Sarobar,9.8,Extremely High,Traditional Sabeki Protima & Cultural Bengal Heritage,"Famous Durga Puja celebration in South Kolkata, Kolkata featuring traditional rituals and vibrant community festivities.",4.5,,06:00 AM,12:00 AM
