pandal_id,pandal_name,eatery_name,clean_name,cuisine_type,distance_m,distance_km,budget_for_two_inr,best_recommended_item,eatery_latitude,eatery_longitude
204,Sodepur Jatiya Sangha Durga Puja,Koshe Kosha (Near Sodepur Jatiya Sangha Durga Puja),Koshe Kosha,Authentic Bengali,540,0.54,700,Kasha Mangsho & Radhaballavi,22.473934,88.331948
204,Sodepur Jatiya Sangha Durga Puja,Maa Tara Cabin (Near Sodepur Jatiya Sangha Durga Puja),Maa Tara Cabin,Bengali Snacks Cabin,790,0.79,220,Fish Fry with Mustard Kasundi,22.472854,88.329778
205,Adarsha Samiti Club Durga Puja,Gariahat Fast Food (Near Adarsha Samiti Club Durga Puja),Gariahat Fast Food,Kolkata Street Rolls,930,0.93,200,Double Mutton Roll & Chicken Pakora,22.468266,88.333858
205,Adarsha Samiti Club Durga Puja,Koshe Kosha (Near Adarsha Samiti Club Durga Puja),Koshe Kosha,Authentic Bengali,820,0.82,700,Kasha Mangsho & Radhaballavi,22.47395,88.34396
205,Adarsha Samiti Club Durga Puja,Balaram Mullick (Near Adarsha Samiti Club Durga Puja),Balaram Mullick,Mishti,630,0.63,220,Baked Rosogolla & Kheer Kadam,22.478343,88.330681
206,Haridevpur Vivekananda Park,Haji Biryani (Near Haridevpur Vivekananda Park),Haji Biryani,Budget Mughlai Biryani,840,0.84,350,Kolkata Mutton Dum Biryani,22.479793,88.342576
206,Haridevpur Vivekananda Park,Balaram Mullick (Near Haridevpur Vivekananda Park),Balaram Mullick,Mishti,710,0.71,220,Baked Rosogolla & Kheer Kadam,22.469384,88.337263
206,Haridevpur Vivekananda Park,Koshe Kosha (Near Haridevpur Vivekananda Park),Koshe Kosha,Authentic Bengali,680,0.68,700,Kasha Mangsho & Radhaballavi,22.479455,88.340923
207,Haridevpur Friends Club Durga Puja,Maa Tara Cabin (Near Haridevpur Friends Club Durga Puja),Maa Tara Cabin,Bengali Snacks Cabin,580,0.58,220,Fish Fry with Mustard Kasundi,22.470408,88.33912
207,Haridevpur Friends Club Durga Puja,Haji Biryani (Near Haridevpur Friends Club Durga Puja),Haji Biryani,Budget Mughlai Biryani,780,0.78,350,Kolkata Mutton Dum Biryani,22.471044,88.341902
207,Haridevpur Friends Club Durga Puja,Balaram Mullick (Near Haridevpur Friends Club Durga Puja),Balaram Mullick,Mishti,730,0.73,220,Baked Rosogolla & Kheer Kadam,22.473289,88.342077
208,Haridevpur Paschimpara Sarbojanin,Chowman (Near Haridevpur Paschimpara Sarbojanin),Chowman,Chinese,540,0.54,650,Crispy Honey Chilli Chicken & Hakka Noodles,22.477933,88.333646
208,Haridevpur Paschimpara Sarbojanin,Koshe Kosha (Near Haridevpur Paschimpara Sarbojanin),Koshe Kosha,Authentic Bengali,920,0.92,700,Kasha Mangsho & Radhaballavi,22.46609,88.339812
209,Haridevpur New Sporting Club,Haji Biryani (Near Haridevpur New Sporting Club),Haji Biryani,Budget Mughlai Biryani,850,0.85,350,Kolkata Mutton Dum Biryani,22.475482,88.342414
209,Haridevpur New Sporting Club,Gariahat Fast Food (Near Haridevpur New Sporting Club),Gariahat Fast Food,Kolkata Street Rolls,590,0.59,200,Double Mutton Roll & Chicken Pakora,22.477979,88.334589
210,Dum Dum Park Tarun Sangha,Nakur Chandra Sweets Outlet (Near Dum Dum Park Tarun Sangha),Nakur Chandra Sweets Outlet,Bengali Sweets,530,0.53,200,Ghol & Jolbhora Sandesh,22.615635,88.396805
210,Dum Dum Park Tarun Sangha,Dada Boudi Biryani Outlet (Near Dum Dum Park Tarun Sangha),Dada Boudi Biryani Outlet,Famous Biryani,750,0.75,550,Signature Mutton Biryani with Big Aloo,22.617758,88.397028
210,Dum Dum Park Tarun Sangha,Mithai Sweets (Near Dum Dum Park Tarun Sangha),Mithai Sweets,Sweets,620,0.62,180,Mishti Doi & Chanar Payesh,22.607745,88.403361
211,Dum Dum Park Bharat Chakra,Dada Boudi Biryani Outlet (Near Dum Dum Park Bharat Chakra),Dada Boudi Biryani Outlet,Famous Biryani,790,0.79,550,Signature Mutton Biryani with Big Aloo,22.614448,88.392818
211,Dum Dum Park Bharat Chakra,Nakur Chandra Sweets Outlet (Near Dum Dum Park Bharat Chakra),Nakur Chandra Sweets Outlet,Bengali Sweets,830,0.83,200,Ghol & Jolbhora Sandesh,22.60884,88.407108
212,Dum Dum Park Yubak Brinda,Mithai Sweets (Near Dum Dum Park Yubak Brinda),Mithai Sweets,Sweets,720,0.72,180,Mishti Doi & Chanar Payesh,22.614649,88.394895
212,Dum Dum Park Yubak Brinda,Arsalan (Near Dum Dum Park Yubak Brinda),Arsalan,Mughlai,850,0.85,700,Special Mutton Biryani & Chicken Chaap,22.610502,88.391372
213,Dum Dum Park Sarbojanin Durga Puja Samity,Arsalan (Near Dum Dum Park Sarbojanin Durga Puja Samity),Arsalan,Mughlai,780,0.78,700,Special Mutton Biryani & Chicken Chaap,22.611549,88.40607
213,Dum Dum Park Sarbojanin Durga Puja Samity,Nakur Chandra Sweets Outlet (Near Dum Dum Park Sarbojanin Durga Puja Samity),Nakur Chandra Sweets Outlet,Bengali Sweets,770,0.77,200,Ghol & Jolbhora Sandesh,22.615379,88.402274
213,Dum Dum Park Sarbojanin Durga Puja Samity,Mithai Sweets (Near Dum Dum Park Sarbojanin Durga Puja Samity),Mithai Sweets,Sweets,750,0.75,180,Mishti Doi & Chanar Payesh,22.609758,88.391666
214,Dakshindari Youth,Mithai Sweets (Near Dakshindari Youth),Mithai Sweets,Sweets,570,0.57,180,Mishti Doi & Chanar Payesh,22.608104,88.393158
214,Dakshindari Youth,Bhojohori Manna (Near Dakshindari Youth),Bhojohori Manna,Bengali Traditional,700,0.7,700,Chingri Malaikari & Kasha Mangsho,22.604774,88.387481
214,Dakshindari Youth,Royal Bengal Fast Food (Near Dakshindari Youth),Royal Bengal Fast Food,Fast Food,680,0.68,220,Kolkata Egg Chicken Roll & Moglai Paratha,22.608715,88.391547
215,Dum Dum Tarun Dal,Chowman (Near Dum Dum Tarun Dal),Chowman,Chinese,750,0.75,650,Chilli Garlic Noodles & Chicken Manchurian,22.614229,88.379019
215,Dum Dum Tarun Dal,Bhojohori Manna (Near Dum Dum Tarun Dal),Bhojohori Manna,Bengali Traditional,540,0.54,700,Chingri Malaikari & Kasha Mangsho,22.624194,88.383009
216,Dum Dum Tarun Sangha,Mithai Sweets (Near Dum Dum Tarun Sangha),Mithai Sweets,Sweets,730,0.73,180,Mishti Doi & Chanar Payesh,22.61515,88.375013
216,Dum Dum Tarun Sangha,Nakur Chandra Sweets Outlet (Near Dum Dum Tarun Sangha),Nakur Chandra Sweets Outlet,Bengali Sweets,760,0.76,200,Ghol & Jolbhora Sandesh,22.6171,88.385938
216,Dum Dum Tarun Sangha,Bhojohori Manna (Near Dum Dum Tarun Sangha),Bhojohori Manna,Bengali Traditional,800,0.8,700,Chingri Malaikari & Kasha Mangsho,22.624114,88.38605
217,Dum Dum Motijheel College Para Durga Puja,Bhojohori Manna (Near Dum Dum Motijheel College Para Durga Puja),Bhojohori Manna,Bengali Traditional,900,0.9,700,Chingri Malaikari & Kasha Mangsho,22.61504,88.380255
217,Dum Dum Motijheel College Para Durga Puja,Dada Boudi Biryani Outlet (Near Dum Dum Motijheel College Para Durga Puja),Dada Boudi Biryani Outlet,Famous Biryani,850,0.85,550,Signature Mutton Biryani with Big Aloo,22.620646,88.389894
217,Dum Dum Motijheel College Para Durga Puja,Mithai Sweets (Near Dum Dum Motijheel College Para Durga Puja),Mithai Sweets,Sweets,900,0.9,180,Mishti Doi & Chanar Payesh,22.617502,88.388469
218,Dum Dum Park Bharat Mata Puja,Nakur Chandra Sweets Outlet (Near Dum Dum Park Bharat Mata Puja),Nakur Chandra Sweets Outlet,Bengali Sweets,660,0.66,200,Ghol & Jolbhora Sandesh,22.614814,88.394208
218,Dum Dum Park Bharat Mata Puja,Bhojohori Manna (Near Dum Dum Park Bharat Mata Puja),Bhojohori Manna,Bengali Traditional,920,0.92,700,Chingri Malaikari & Kasha Mangsho,22.604288,88.391525
219,Nagerbazar Sarbojanin Durga Puja,Dada Boudi Biryani Outlet (Near Nagerbazar Sarbojanin Durga Puja),Dada Boudi Biryani Outlet,Famous Biryani,790,0.79,550,Signature Mutton Biryani with Big Aloo,22.626735,88.383458
219,Nagerbazar Sarbojanin Durga Puja,Royal Bengal Fast Food (Near Nagerbazar Sarbojanin Durga Puja),Royal Bengal Fast Food,Fast Food,790,0.79,220,Kolkata Egg Chicken Roll & Moglai Paratha,22.631434,88.397772
219,Nagerbazar Sarbojanin Durga Puja,Bhojohori Manna (Near Nagerbazar Sarbojanin Durga Puja),Bhojohori Manna,Bengali Traditional,810,0.81,700,Chingri Malaikari & Kasha Mangsho,22.622664,88.385636
220,New Town Sarbojanin Durga Puja,Arsalan (Near New Town Sarbojanin Durga Puja),Arsalan,Mughlai,630,0.63,700,Mutton Biryani & Mutton Chaap,22.580897,88.459324
220,New Town Sarbojanin Durga Puja,Café Ekante (Near New Town Sarbojanin Durga Puja),Café Ekante,Bengali Waterfront Dining,840,0.84,900,Bhetki Paturi & Posto Bora,22.588774,88.469636
220,New Town Sarbojanin Durga Puja,The Yellow Chilli (Near New Town Sarbojanin Durga Puja),The Yellow Chilli,North Indian,720,0.72,1100,Shaam Savera & Lalla Mussa Dal,22.58033,88.465445
221,"New Town Durga Puja Committee, BG Block","Bhojohori Manna (Near New Town Durga Puja Committee, BG Block)",Bhojohori Manna,Bengali,880,0.88,750,Kosha Mangsho & Basanti Pulao,22.592321,88.458312
221,"New Town Durga Puja Committee, BG Block","Haldiram's Bhujiawala (Near New Town Durga Puja Committee, BG Block)",Haldiram's Bhujiawala,North Indian & Snacks,920,0.92,400,Raj Kachori & Chole Bhature,22.584595,88.453496
221,"New Town Durga Puja Committee, BG Block","Aminia (Near New Town Durga Puja Committee, BG Block)",Aminia,Mughlai,550,0.55,650,Chicken Awadhi Biryani & Firni,22.588551,88.466494
222,AA 1D Sarbojanin Durga Puja,The Yellow Chilli (Near AA 1D Sarbojanin Durga Puja),The Yellow Chilli,North Indian,740,0.74,1100,Shaam Savera & Lalla Mussa Dal,22.579859,88.466766
222,AA 1D Sarbojanin Durga Puja,Haldiram's Bhujiawala (Near AA 1D Sarbojanin Durga Puja),Haldiram's Bhujiawala,North Indian & Snacks,970,0.97,400,Raj Kachori & Chole Bhature,22.57624,88.464076
223,BD Block Durga Puja,The Yellow Chilli (Near BD Block Durga Puja),The Yellow Chilli,North Indian,830,0.83,1100,Shaam Savera & Lalla Mussa Dal,22.589495,88.457402
223,BD Block Durga Puja,Haldiram's Bhujiawala (Near BD Block Durga Puja),Haldiram's Bhujiawala,North Indian & Snacks,640,0.64,400,Raj Kachori & Chole Bhature,22.581253,88.465641
223,BD Block Durga Puja,Café Ekante (Near BD Block Durga Puja),Café Ekante,Bengali Waterfront Dining,960,0.96,900,Bhetki Paturi & Posto Bora,22.585438,88.474209
224,CD Block Durga Puja,Bhojohori Manna (Near CD Block Durga Puja),Bhojohori Manna,Bengali,840,0.84,750,Kosha Mangsho & Basanti Pulao,22.583548,88.457809
224,CD Block Durga Puja,Arsalan (Near CD Block Durga Puja),Arsalan,Mughlai,740,0.74,700,Mutton Biryani & Mutton Chaap,22.579695,88.466323
224,CD Block Durga Puja,Café Ekante (Near CD Block Durga Puja),Café Ekante,Bengali Waterfront Dining,780,0.78,900,Bhetki Paturi & Posto Bora,22.592799,88.462376
225,DB Block Durga Puja,Aminia (Near DB Block Durga Puja),Aminia,Mughlai,830,0.83,650,Chicken Awadhi Biryani & Firni,22.580183,88.470273
225,DB Block Durga Puja,Echoes Kolkata (Near DB Block Durga Puja),Echoes Kolkata,Modern Indian / Continental,970,0.97,1100,Cream Cheese Tikkas & Mocktails,22.589299,88.456154
225,DB Block Durga Puja,Haldiram's Bhujiawala (Near DB Block Durga Puja),Haldiram's Bhujiawala,North Indian & Snacks,960,0.96,400,Raj Kachori & Chole Bhature,22.588566,88.455938
226,BA Block Durga Puja,Echoes Kolkata (Near BA Block Durga Puja),Echoes Kolkata,Modern Indian / Continental,560,0.56,1100,Cream Cheese Tikkas & Mocktails,22.58851,88.461519
226,BA Block Durga Puja,Arsalan (Near BA Block Durga Puja),Arsalan,Mughlai,820,0.82,700,Mutton Biryani & Mutton Chaap,22.583888,88.456046
226,BA Block Durga Puja,The Yellow Chilli (Near BA Block Durga Puja),The Yellow Chilli,North Indian,620,0.62,1100,Shaam Savera & Lalla Mussa Dal,22.58665,88.4587
227,CG Block Durga Puja,Aminia (Near CG Block Durga Puja),Aminia,Mughlai,800,0.8,650,Chicken Awadhi Biryani & Firni,22.577149,88.460373
227,CG Block Durga Puja,Chowman (Near CG Block Durga Puja),Chowman,Chinese,630,0.63,700,Manchow Soup & Kung Pao Chicken,22.580584,88.459044
227,CG Block Durga Puja,Echoes Kolkata (Near CG Block Durga Puja),Echoes Kolkata,Modern Indian / Continental,760,0.76,1100,Cream Cheese Tikkas & Mocktails,22.578885,88.458776
228,B Block Durga Puja,Chowman (Near B Block Durga Puja),Chowman,Chinese,670,0.67,700,Manchow Soup & Kung Pao Chicken,22.576677,88.464859
228,B Block Durga Puja,Bhojohori Manna (Near B Block Durga Puja),Bhojohori Manna,Bengali,830,0.83,750,Kosha Mangsho & Basanti Pulao,22.587521,88.469873
229,New Town Action Area 1 Puja Committee,Café Ekante (Near New Town Action Area 1 Puja Committee),Café Ekante,Bengali Waterfront Dining,950,0.95,900,Bhetki Paturi & Posto Bora,22.587216,88.456629
229,New Town Action Area 1 Puja Committee,The Yellow Chilli (Near New Town Action Area 1 Puja Committee),The Yellow Chilli,North Indian,740,0.74,1100,Shaam Savera & Lalla Mussa Dal,22.583102,88.469862
230,AK Block Salt Lake Durga Puja,Bhojohori Manna (Near AK Block Salt Lake Durga Puja),Bhojohori Manna,Bengali Cuisine,550,0.55,750,Bhetki Macher Paturi & Chitol Muitha,22.589596,88.406709
230,AK Block Salt Lake Durga Puja,Oudh 1590 (Near AK Block Salt Lake Durga Puja),Oudh 1590,Awadhi,820,0.82,950,Awadhi Handi Biryani & Galawati Kebab,22.589839,88.419951
230,AK Block Salt Lake Durga Puja,Balaram Mullick (Near AK Block Salt Lake Durga Puja),Balaram Mullick,Iconic Sweets,860,0.86,250,Baked Mihidana & Steamed Sandesh,22.593597,88.405264
231,BD Block Sarbojanin Durgotsab,Oudh 1590 (Near BD Block Sarbojanin Durgotsab),Oudh 1590,Awadhi,930,0.93,950,Awadhi Handi Biryani & Galawati Kebab,22.591115,88.419494
231,BD Block Sarbojanin Durgotsab,Fly Kouzina (Near BD Block Sarbojanin Durgotsab),Fly Kouzina,Vegetarian Continental,950,0.95,850,Crispy Corn & Pasta Alfredo,22.595834,88.411249
232,BJ Block Saradotsav,Balaram Mullick (Near BJ Block Saradotsav),Balaram Mullick,Iconic Sweets,960,0.96,250,Baked Mihidana & Steamed Sandesh,22.592073,88.413637
232,BJ Block Saradotsav,Arsalan (Near BJ Block Saradotsav),Arsalan,Mughlai,930,0.93,700,Mutton Biryani & Murgh Rezala,22.592618,88.418344
232,BJ Block Saradotsav,Bhojohori Manna (Near BJ Block Saradotsav),Bhojohori Manna,Bengali Cuisine,780,0.78,750,Bhetki Macher Paturi & Chitol Muitha,22.589823,88.42256
233,FD Block Durga Puja,Chowman (Near FD Block Durga Puja),Chowman,Chinese,770,0.77,700,Shanghai Chilli Chicken & Fried Rice,22.569575,88.411509
233,FD Block Durga Puja,Fly Kouzina (Near FD Block Durga Puja),Fly Kouzina,Vegetarian Continental,950,0.95,850,Crispy Corn & Pasta Alfredo,22.58163,88.403782
233,FD Block Durga Puja,Bhojohori Manna (Near FD Block Durga Puja),Bhojohori Manna,Bengali Cuisine,740,0.74,750,Bhetki Macher Paturi & Chitol Muitha,22.578887,88.417962
234,HB Block Durga Puja,Bhojohori Manna (Near HB Block Durga Puja),Bhojohori Manna,Bengali Cuisine,860,0.86,750,Bhetki Macher Paturi & Chitol Muitha,22.577373,88.409307
234,HB Block Durga Puja,Arsalan (Near HB Block Durga Puja),Arsalan,Mughlai,850,0.85,700,Mutton Biryani & Murgh Rezala,22.589669,88.416754
235,EC Block Durga Puja,Chowman (Near EC Block Durga Puja),Chowman,Chinese,870,0.87,700,Shanghai Chilli Chicken & Fried Rice,22.584884,88.423966
235,EC Block Durga Puja,Balaram Mullick (Near EC Block Durga Puja),Balaram Mullick,Iconic Sweets,910,0.91,250,Baked Mihidana & Steamed Sandesh,22.587901,88.411076
235,EC Block Durga Puja,Bhojohori Manna (Near EC Block Durga Puja),Bhojohori Manna,Bengali Cuisine,910,0.91,750,Bhetki Macher Paturi & Chitol Muitha,22.573232,88.415573
236,EE Block Durga Puja,Gupta Brothers (Near EE Block Durga Puja),Gupta Brothers,Sweets & North Indian,560,0.56,380,Kesaria Jalebi & Chole Bhature,22.585676,88.415108
236,EE Block Durga Puja,Bhojohori Manna (Near EE Block Durga Puja),Bhojohori Manna,Bengali Cuisine,740,0.74,750,Bhetki Macher Paturi & Chitol Muitha,22.586801,88.412909
237,Salt Lake Labony Estate Durga Puja,Chowman (Near Salt Lake Labony Estate Durga Puja),Chowman,Chinese,630,0.63,700,Shanghai Chilli Chicken & Fried Rice,22.585146,88.407895
237,Salt Lake Labony Estate Durga Puja,Fly Kouzina (Near Salt Lake Labony Estate Durga Puja),Fly Kouzina,Vegetarian Continental,960,0.96,850,Crispy Corn & Pasta Alfredo,22.582228,88.42287
238,Behala Nutan Dal Durga Puja,Chowman (Near Behala Nutan Dal Durga Puja),Chowman,Chinese,690,0.69,650,Drums of Heaven & Mixed Fried Rice,22.489548,88.324707
238,Behala Nutan Dal Durga Puja,Mithai Ghar (Near Behala Nutan Dal Durga Puja),Mithai Ghar,Sweets & Morning Snacks,830,0.83,160,Radhaballabhi & Pantua,22.481682,88.319764
239,Behala Friends Durga Puja,Oudh 1590 (Near Behala Friends Durga Puja),Oudh 1590,Awadhi,750,0.75,950,Galawati Kebab & Shahi Biryani,22.498375,88.311558
239,Behala Friends Durga Puja,Mithai Ghar (Near Behala Friends Durga Puja),Mithai Ghar,Sweets & Morning Snacks,840,0.84,160,Radhaballabhi & Pantua,22.490172,88.323598
240,Behala Club Durga Puja,Mithai Ghar (Near Behala Club Durga Puja),Mithai Ghar,Sweets & Morning Snacks,690,0.69,160,Radhaballabhi & Pantua,22.493471,88.323008
240,Behala Club Durga Puja,Chowman (Near Behala Club Durga Puja),Chowman,Chinese,970,0.97,650,Drums of Heaven & Mixed Fried Rice,22.483733,88.317688
241,Behala Young Men's Association Durga Puja,Mithai Ghar (Near Behala Young Men's Association Durga Puja),Mithai Ghar,Sweets & Morning Snacks,710,0.71,160,Radhaballabhi & Pantua,22.485529,88.313632
241,Behala Young Men's Association Durga Puja,Kasturi Restaurant (Near Behala Young Men's Association Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,740,0.74,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.485138,88.314054
241,Behala Young Men's Association Durga Puja,Chowman (Near Behala Young Men's Association Durga Puja),Chowman,Chinese,830,0.83,650,Drums of Heaven & Mixed Fried Rice,22.493125,88.323645
242,Barisha Club Durga Puja,Mithai Ghar (Near Barisha Club Durga Puja),Mithai Ghar,Sweets & Morning Snacks,920,0.92,160,Radhaballabhi & Pantua,22.489366,88.316435
242,Barisha Club Durga Puja,Kasturi Restaurant (Near Barisha Club Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,730,0.73,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.480232,88.305234
243,Barisha Janakalyan Sangha Durga Puja,Kasturi Restaurant (Near Barisha Janakalyan Sangha Durga Puja),Kasturi Restaurant,Bangladeshi / Bengali,550,0.55,650,Kachupata Chingri Bhapa & Bhetki Paturi,22.475259,88.307446
243,Barisha Janakalyan Sangha Durga Puja,Bhojohori Manna (Near Barisha Janakalyan Sangha Durga Puja),Bhojohori Manna,Traditional Bengali,750,0.75,750,Ilish Bhapa & Kochi Panthar Jhol,22.473925,88.305807
244,Mudiali Club Durga Puja,Bedwin (Near Mudiali Club Durga Puja),Bedwin,Fast Food Roll Corner,910,0.91,200,Kathi Chicken Egg Roll,22.505826,88.352796
244,Mudiali Club Durga Puja,Bhojohori Manna (Near Mudiali Club Durga Puja),Bhojohori Manna,Traditional Bengali,830,0.83,750,"Ilish Bhapa, Kosha Mangsho & Basanti Pulao",22.511963,88.341737
245,Hazra Park Sarbojanin Durga Puja,Balaram Mullick & Radharaman Mullick (Near Hazra Park Sarbojanin Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,550,0.55,250,Baked Rosogolla & Mango Sandesh,22.527372,88.349966
245,Hazra Park Sarbojanin Durga Puja,Koshe Kosha (Near Hazra Park Sarbojanin Durga Puja),Koshe Kosha,Authentic Bengali,710,0.71,700,Kosha Mangsho with Luchi,22.518102,88.343324
245,Hazra Park Sarbojanin Durga Puja,Roastery Coffee House (Near Hazra Park Sarbojanin Durga Puja),Roastery Coffee House,Cafe & Continental,780,0.78,800,Cranberry Cold Brew & Mac and Cheese,22.520722,88.339313
246,Bosepukur Sitala Mandir Durga Puja,6 Ballygunge Place (Near Bosepukur Sitala Mandir Durga Puja),6 Ballygunge Place,Heritage Bengali,900,0.9,1100,Dab Chingri & Kosha Mangsho,22.515297,88.375485
246,Bosepukur Sitala Mandir Durga Puja,Roastery Coffee House (Near Bosepukur Sitala Mandir Durga Puja),Roastery Coffee House,Cafe & Continental,790,0.79,800,Cranberry Cold Brew & Mac and Cheese,22.522369,88.386391
246,Bosepukur Sitala Mandir Durga Puja,Arsalan (Near Bosepukur Sitala Mandir Durga Puja),Arsalan,Mughlai,680,0.68,750,Mutton Special Biryani & Firni,22.521175,88.386813
247,Rajdanga Naba Udayan Sangha Durga Puja,Balaram Mullick & Radharaman Mullick (Near Rajdanga Naba Udayan Sangha Durga Puja),Balaram Mullick & Radharaman Mullick,Iconic Mishti,530,0.53,250,Baked Rosogolla & Mango Sandesh,22.506983,88.391815
247,Rajdanga Naba Udayan Sangha Durga Puja,Banana Leaf (Near Rajdanga Naba Udayan Sangha Durga Puja),Banana Leaf,South Indian,870,0.87,350,Ghee Roast Masala Dosa & Filter Coffee,22.511793,88.380605
248,Shibmandir Durga Puja,The Yellow Turtle (Near Shibmandir Durga Puja),The Yellow Turtle,Pan-Asian,920,0.92,850,Dim Sums & Hakka Noodles,22.522167,88.345899
248,Shibmandir Durga Puja,Roastery Coffee House (Near Shibmandir Durga Puja),Roastery Coffee House,Cafe & Continental,690,0.69,800,Cranberry Cold Brew & Mac and Cheese,22.512674,88.344726
248,Shibmandir Durga Puja,Bijoli Grill (Near Shibmandir Durga Puja),Bijoli Grill,Bengali Seafood & Snacks,820,0.82,500,Bhetki Fish Batter Fry & Prawn Cutlet,22.508043,88.348896
